link,project_acc_bioprj,project_title_bioprj,project_description_bioprj,common_name,organism_biosamp,clade,n_biosample_accs,date_dataset_first_added_to_this_list,has_latlong_in_NCBI,is_salmonoid,commenter,comments,commenter_spatialdata,comments_about_spatial_data_location,keepinrunning_YN,link_to_published_paper,datathon_project_index,scientificname_worms,rad_method,Category,isMarine_worms,isBrackish_worms,isFreshwater_worms,isTerrestrial_worms,isCoral,kingdom_worms,phylum_worms,class_worms,order_worms,family_worms,genus_worms,somePopsFWorBrackish,isInvasiveRange,isMaybeHybrid,DiffbyDepthSuspected,isAdultBenthicMarine,isNektonSometimes,isInvert,isFish,isAmniote,isPlant,PLD_point,PLD_point_citation,PLD_minmax,PLD_Min,PLD_Max,PLD_point2,PLD_minmax_citation,PLD_Method,Brooding,Planktonic_Mode,PLD_method_citation,isPlanktonic_atanypoint,isPlanktonic_atanypoint_citation,Spawning_mode,Spawning_mode_citation,Larval_feeding,Adult_Motility,Larval_feeding_citation,Large_Adult_Range,Large_Adult_Range_citation,ReturnToSpawningGround,ReturnToSpawningGround_citation,Spawnlocation,Spawnlocation_citation,Fecundity_EggsFemaleSpawn,Fecundity_EggsFemaleSpawn_citation,Fecundity_SpawnFrequency,Fecundity_SpawnFrequency_citation,Fecundity_EggSize,LogEgg,Fecundity_EggSize_citation,Body_Size,Body_Size_citation,Reproductive_Age,Reproductive_Age_citation,Longevity,Coded_longevity,Longevity_citation,Generational_Structure,Generational_Structure_citation,Asexual_Stage,Asexual_Stage_citation,Human_Interactions_economic,Human_Interactions_economic_citation,Census_Size,Census_Size_citation,Range_Size,Genome_Size_MB,Genome_Size_MB_citation,Genome_Size_picoGrams,Genome_Size_picoGrams_citation,senior check-off,Time Spent (minutes),Citations,Comments_traits,Image_Citation,final_keepers
PRJNA629649_Larimichthys-crocea,PRJNA629649,Whole genome sequencing of large yellow croaker populations,We sequenced the whole genome of 82 large yellow croakers belongs to five populations lives in coastal waters of China,large yellow croaker,Larimichthys crocea,NA,82,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Larimichthys crocea,NA,NA,1,1,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA533707_Larimichthys-polyactis,PRJNA533707,Larimichthys polyactis RAD-seq raw sequence reads,"The small yellow croaker (Larimichthys polyactis) is a commercially important fish species with high gene flow and its overwintering populations experience heterogeneous environment, suggesting possible population differentiation and adaptive divergence. To delineate patterns of population structure as well as test for signatures of local adaptation, a total of 68,666 quality filtered SNP markers were identified for 80 individuals from four overwintering populations by using Restriction site-associated DNA tags sequencing (RAD-seq).",Japanese sea bass,Larimichthys polyactis,NA,80,43790,n,n,Sofia Beskid via DIPnet datathon,NA,NA,"Coordinates in Table 1; Couldn't find any derived data like dryad, paper mentioned only PRJNA and supplemental documents",yes,https://doi.org/10.7717/peerj.7242,M0055,Larimichthys polyactis,EcoRI; Baird,Adult Movement,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,T,F,F,F,F,T,F,T,F,F,66,10.5657/kfas.2004.37.6.478,NA,NA,NA,66,NA,experiment/lab,NA,NA,NA,T,10.5657/kfas.2004.37.6.478,F,10.5657/kfas.2004.37.6.478,P,F,10.5657/kfas.2004.37.6.478,F,NA,F,NA,NA,NA,19396–106311,10.1007/s12562-010-0288-5,NA,NA,1.1000000000000001,0.3222192947339193,10.5657/kfas.2004.37.6.478,20–26,10.1007/s12562-010-0288-5,NA,NA,23,23,NA,I,https://peerj.com/articles/7242/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,Larvae: DOI:10.5657/kfas.2004.37.6.478,Leis 1991 puts reproductive mode of Sciaenids as unknown,NA,TRUE
PRJNA314732_Lateolabrax-maculatus,PRJNA314732,Lateolabrax maculatus Raw sequence reads,Lateolabrax maculatus,Spotted sea bass,Lateolabrax maculatus,NA,30,43790,n,n,"JW, Sofia Beskid via DIPnet datathon","duplicate species dataset, this one dropped - short reads and only 2 sample locations",CR,SRA has site names,no,https://doi.org/10.1371/journal.pone.0157809,M0016,Lateolabrax maculatus,EcoRI; Baird,Passive Pelagic Dispersal,1,1,1,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Lateolabracidae,Lateolabrax,T,F,F,F,F,T,F,T,F,F,NA,cannot find,49–70,49,70,59.5,reported for Lateolabrax japonicus : https://en.wikipedia.org/wiki/Japanese_sea_bass,https://en.wikipedia.org/wiki/Japanese_sea_bass,NA,NA,NA,T,https://www.fishbase.de/Reproduction/FishReproSummary.php?ID=4589&GenusName=Lateolabrax&SpeciesName=japonicus&fc=627&StockCode=4775,F,https://www.fishbase.de/Reproduction/FishReproSummary.php?ID=4589&GenusName=Lateolabrax&SpeciesName=japonicus&fc=627&StockCode=4775,P,T,NA,T,fishbase,F,fishbase,NA,NA,1700000–18000000,https://www.koreascience.or.kr/article/JAKO200124839391834.pdf,NA,NA,0.4,0.146128035678238,https://www.koreascience.or.kr/article/JAKO200124839391834.pdf,102,fishbase,NA,NA,NA,NA,NA,I,fishbase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,FALSE
PRJNA356786_Lateolabrax-maculatus,PRJNA356786,Lateolabrax maculatus Raw sequence reads,Population genetic structure analysis of Lateolabrax maculatus in China,Spotted sea bass,Lateolabrax maculatus,NA,221,43790,n,n,"CR, Sofia Beskid via DIPnet datathon",NA,CR,Table1 in paper has lat & long - place names and abbreviations can be sorted out between run selector and T1,yes,https://doi.org/10.1007/s10126-017-9786-0,M0019,Lateolabrax maculatus,ddRAD,Passive Pelagic Dispersal,1,1,1,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Lateolabracidae,Lateolabrax,T,F,F,F,F,T,F,T,F,F,NA,cannot find,49–70,49,70,59.5,reported for Lateolabrax japonicus : https://en.wikipedia.org/wiki/Japanese_sea_bass,https://en.wikipedia.org/wiki/Japanese_sea_bass,NA,NA,NA,T,https://www.fishbase.de/Reproduction/FishReproSummary.php?ID=4589&GenusName=Lateolabrax&SpeciesName=japonicus&fc=627&StockCode=4775,F,https://www.fishbase.de/Reproduction/FishReproSummary.php?ID=4589&GenusName=Lateolabrax&SpeciesName=japonicus&fc=627&StockCode=4775,P,T,NA,T,fishbase,F,fishbase,NA,NA,1700000–18000000,https://www.koreascience.or.kr/article/JAKO200124839391834.pdf,NA,NA,0.4,0.146128035678238,https://www.koreascience.or.kr/article/JAKO200124839391834.pdf,102,fishbase,NA,NA,NA,NA,NA,I,fishbase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA580292_Lateolabrax-maculatus,PRJNA580292,First High-Density Linkage Map and QTL Fine Mapping for Growth and Alkalinity Tolerance of Spotted Sea Bass (Lateolabrax maculatus),"Totally 333 one-year-old progenies were randomly selected from one of family for linkage map constructions. The body weights, body lengths and head lengths were recorded and analyzed for following growth-related QTL analyses and pairwise correlations using Person correlations.",Spotted sea bass,Lateolabrax maculatus,NA,67,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Lateolabrax maculatus,NA,NA,1,1,1,NA,NA,Animalia,Chordata,Actinopterygii,Perciformes,Lateolabracidae,Lateolabrax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,T,NA,T,NA,River mouths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA311498_Lates-calcarifer,PRJNA311498,Lates calcarifer genome resequencing,Lates calcarifer genome resequencing,barramundi perch,Lates calcarifer,NA,61,43790,n,n,"JW, Sofia Beskid via DIPnet datathon","WGreSeq x 61, individual SRA files for each indiv, labeled",CR,"Metadata lost by authors. Most localities are countries so these don't have latlong, and none of the samples have a corresponding year collected. Supp Table 21 has very rough locations that can probably be matched to labels (rough locations reported in run selector) but 5/13 locations are from hatcheries or unknown locations. ERIC NOTES: Same issue with M0007 and M0010, but this is country-level geographic uncertainty for a majority of samples",no,https://doi.org/10.1371/journal.pgen.1005954,M0013,Lates calcarifer,NA,NA,1,1,1,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Lates,T,F,F,F,F,T,F,T,F,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA447894_Lepeophtheirus-salmonis,PRJNA447894,Lepeophtheirus salmonis resequencing for genomic variation and 200K SNP chip design.,"Lepeophtheirus salmonis, commonly know as the salmon louse or sea louse, is an ectoparasitic copepod of both Pacific and Atlantic salmon species. In this work we sought to characterise genomic variation in both the Atlantic and Pacific subspecies of L. salmonis by whole-genome Illumina-based re-sequencing with the aim of identifying SNPs suitable for development of a 200K SNP chip. Heterozygosity in these samples was high, particularly in the Pacific subspecies, where a kmer-based analysis suggested a polymorphism rate of up to 1/46 bp (median rate 1/72 bp) in an individual louse. The Atlantic subspecies in contrast demonstrated a median rate of 1/173 bp for the individuals analysed. SNPs identified from this re-sequencing data were used to generate a 200K SNP chip with cross-compatibility in both Atlantic and Pacific subspecies. This SNP chip is being used to generate a high-density linkage map (Danzmann et al) and to analyse genomic signals associated with reduced efficacy of a delousing drug in the Pacific (Messmer et al).",salmon louse,Lepeophtheirus salmonis,NA,37,43790,n,n,CR,can't find paper and they are mostly lab animals anyhow,NA,NA,no,NA,NA,Lepeophtheirus salmonis salmonis,NA,NA,1,0,0,0,NA,Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA487648_Lepidochelys-olivacea,PRJNA487648,A Versatile Rapture (RAD-Capture) Platform for Genotyping Marine Turtles,Illumina sequences for hardshell (Cheloniid spp.) turtles used in analyses,Pacific ridley,Lepidochelys olivacea,NA,13,43790,n,n,JW,turtle,NA,NA,no,NA,NA,Lepidochelys olivacea,NA,NA,1,NA,NA,NA,NA,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA548074_Lepisosteus-oculatus,PRJNA548074,RAD Sequencing of 15 fish species to look for sex markers (demultiplexed reads),This project regroups demultiplexed RAD reads from male and female individuals for 15 fish species. These reads were used to look for sex markers in each species.,spotted gar,Lepisosteus oculatus,NA,81,44169,n,NA,EDC,NA,NA,NA,no,NA,NA,Lepisosteus oculatus,NA,NA,0,1,1,0,NA,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA521302_Leptopsammia-pruvoti,PRJNA521302,"A population genomics insight by 2b-RAD reveals populations‚Äô uniqueness along the Italian coastline in Leptopsammia pruvoti (Scleractinia, Dendrophylliidae).","Application of the restriction site associated 2b-RAD approach to genotype Single Nucleotide Polymorphisms (SNPs) in 10 population samples of Leptopsammia pruvoti (Lacaze-Duthiers, 1897) sampled across the Italian coasts with the aim of evaluating the geographical patterns of genomic variation.",Sunset cup coral,Leptopsammia pruvoti,NA,212,44169,y,NA,EDC,NA,NA,NA,yes,NA,NA,Leptopsammia pruvoti,NA,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Leptopsammia,F,F,F,T,T,F,T,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA,F,P,NA,T,https://doi.org/10.1007/s00227-005-0137-8,I,https://doi.org/10.1007/s00227-005-0137-8,L,F,doi: 10.5479/si.00775630.459.1; azooxanthellate,F,coraltraits.org,F,coraltraits.org,East Atlantic,coraltraits.org,105,doi: 10.5479/si.00775630.459.1; azooxanthellate,1,doi: 10.5479/si.00775630.459.1; azooxanthellate,0.68,0.2253092817258629,doi: 10.5479/si.00775630.459.1; azooxanthellate,0.6,DOI: 10.1007/s00227-005-1567-z | https://doi.org/10.1371/journal.pone.0037848,2,https://en.wikipedia.org/wiki/Leptopsammia_pruvoti,13,13,https://en.wikipedia.org/wiki/Leptopsammia_pruvoti,I,coraltraits.org,F,https://doi.org/10.1371/journal.pone.0037848,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDC,100,https://en.wikipedia.org/wiki/Leptopsammia_pruvoti,NA,NA,TRUE
PRJNA598554_Littorina-saxatilis,PRJNA598554,Littorina saxatilis Illumina RAD Sequence,Sequence from restriction-associated DNA sequencing of Spanish Littorina saxatilis crab and wave ecotypes,NA,Littorina saxatilis,NA,527,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Littorina saxatilis,?,NA,1,NA,NA,NA,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA476399_Lota-lota,PRJNA476399,GBS study of mongolian fish,A study where five species from lake Hovsgol and the Eg-Uur rivers were tested for signifiant genetic differentiation,burbot,Lota lota,NA,16,43790,y,n,anonymous Marinerd,sampled in rivers and lakes,NA,NA,no,https://academic.oup.com/biolinnean/article/125/1/115/5051965,NA,Lota lota,NA,NA,0,1,1,0,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Lota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA243918_Lutjanus-campechanus,PRJNA243918,Lutjanus Random survey,Data used to test the dDocent RADseq analysis pipeline (ddocent.wordpress.com). The reads come from 20 individuals among two populations per each of three species.,Northern red snapper fish,Lutjanus campechanus,NA,40,43790,n,n,"RB, Kiersey Nielsen via DIPnet datathon","No metadata.Eric followed up 3x, no response. May need further chasing. Eric followed up with andrew.fields@tamucc.edu Waiting: ""I have begun working on gathering this data. I will be in touch when I have a more complete picture of what I can provide you and what questions I have regarding your database.""",JW,NA,no,https://doi.org/10.7717/peerj.431,M0003,Lutjanus campechanus,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,22992458,10.1007/s00338-015-1380-1,NA,NA,0.258151933,0.09973308918500721,10.1007/s00338-015-1380-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA329407_Lutjanus-campechanus,PRJNA329407,Lutjanus campechanus Raw sequence reads,"Demultiplexed raw ddRAD sequence data from Puritz, JB. Gold, JR., and Portnoy DS. Fine-scale partitioning of genomic variation among recruits in an exploited fishery: causes and consequences.",Northern red snapper fish,Lutjanus campechanus,NA,228,43790,n,n,"CR, Sofia Beskid via DIPnet datathon","2 pops, long and lat in supp per individ",CR,"Supp table and raw data align. Run selector has all info. One sample missing latlong, used latlong from other samples in same population to fulfill this data",yes,https://doi.org/10.1038/srep36095,M0017,Lutjanus campechanus,ddRAD,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,F,F,F,F,F,T,F,T,F,F,NA,cannot find,21–47,21,47,34,from other Lutjanids: https://doi.org/10.1038/srep36095 | http://www.ijbbku.com/assets/custom/journals/2011/3/MORPHOLOGY%20AND%20EARLY%20LIFE%20HISTORY%20PATTERN%20OF%20SOME%20LUTJANUS%20SPECIES%20A%20REVIEW.pdf,NA,F,P,NA,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",?,NA,F,NA,NA,NA,22992458,10.1007/s00338-015-1380-1,NA,NA,0.258151933,0.09973308918500721,https://link.springer.com/article/10.1007%2Fs00338-015-1380-1,100,fishbase,2–5,https://doi.pangaea.de/10.1594/PANGAEA.900866,57,57,https://doi.pangaea.de/10.1594/PANGAEA.900866,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA524905_Lutjanus-campechanus,PRJNA524905,"Genomics overrules mitochondrial DNA, siding with morphology on a controversial case of species delimitation",Double-digest RAD pair-ended sequences (PE ddRADseq) of 178 red snapper individuals from 15 populations across most of their distributional range,Northern red snapper fish,Lutjanus campechanus,NA,105,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Lutjanus campechanus,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,P,NA,T,NA,F,NA,T,F,NA,F,NA,NA,NA,On local reef,NA,22992458,10.1007/s00338-015-1380-1,NA,NA,0.258151933,0.09973308918500721,10.1007/s00338-015-1380-1,NA,NA,2–5,NA,57,57,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJDB7819_Lutjanus-fulvus,PRJDB7819,GRAS-Di for mangrove fish species,"GRAS-Di, a new genotyping technology based on random PCR sequencing on Hiseq platforms, were tested using  three  mangrove fish species.",Blacktail snapper fish,Lutjanus fulvus,NA,59,43790,n,n,"RB, Kiersey Nielsen via DIPnet datathon",Estuarine,CR,sample names cannot be matched up to table in paper,yes,https://doi.org/10.1111/1755-0998.13025,M0001,Lutjanus fulvus,GRAS-Di,Passive Pelagic Dispersal,1,1,1,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,T,F,F,F,F,T,F,T,F,F,NA,cannot find,21–47,21,47,34,from other Lutjanids: https://doi.org/10.1038/srep36095 | http://www.ijbbku.com/assets/custom/journals/2011/3/MORPHOLOGY%20AND%20EARLY%20LIFE%20HISTORY%20PATTERN%20OF%20SOME%20LUTJANUS%20SPECIES%20A%20REVIEW.pdf,NA,F,P,NA,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,general knowledge,F,NA,NA,NA,35000–29000,http://www.aiep.pl/volumes/2010/4_1/pdf/07_1291_F1.pdf,NA,NA,0.8,0.25527250510330607,for lutjanids in general: http://www.ijbbku.com/assets/custom/journals/2011/3/MORPHOLOGY%20AND%20EARLY%20LIFE%20HISTORY%20PATTERN%20OF%20SOME%20LUTJANUS%20SPECIES%20A%20REVIEW.pdf,40,NA,NA,NA,34,34,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,Invasive in Hawaii,NA,NA,TRUE
PRJNA524905_Lutjanus-purpureus,PRJNA524905,"Genomics overrules mitochondrial DNA, siding with morphology on a controversial case of species delimitation",Double-digest RAD pair-ended sequences (PE ddRADseq) of 178 red snapper individuals from 15 populations across most of their distributional range,southern red snapper fish,Lutjanus purpureus,NA,73,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Lutjanus purpureus,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,F,NA,T,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA243918_Lutjanus-vivanus,PRJNA243918,Lutjanus Random survey,Data used to test the dDocent RADseq analysis pipeline (ddocent.wordpress.com). The reads come from 20 individuals among two populations per each of three species.,silk snapper fish,Lutjanus vivanus,NA,40,43790,n,n,"RB, Kiersey Nielsen via DIPnet datathon","No metadata Eric followed up 3x, no response.May need further chasing. Eric followed up with andrew.fields@tamucc.edu Waiting: ""I have begun working on gathering this data. I will be in touch when I have a more complete picture of what I can provide you and what questions I have regarding your database.""",JW,NA,no,https://doi.org/10.7717/peerj.431,M0003,Lutjanus vivanus,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,F,NA,T,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA631144_Mallotus-villosus,PRJNA631144,RAD sequencing data of the capelin Mallotus villosus,"Shared ancestral polymorphism and chromosomalrearrangements as potential drivers of local adaptation in amarine fish, Mallotus villosus",Capelin fish,Mallotus villosus,NA,1391,44169,y,NA,EDC,NA,NA,NA,yes,NA,NA,Mallotus villosus,?,Adult Movement,1,1,1,0,0,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,F,F,F,F,F,T,F,T,F,F,365,https://cdnsciencepub.com/doi/pdf/10.1139/f77-269,NA,NA,NA,365,NA,interpolation with growth rates,F,P,https://cdnsciencepub.com/doi/pdf/10.1139/f77-269,T,fishbase,F,fishbase,P,?,NA,T,fishbase,T,"have distinct spawning grounds and large migrations known - wikipedia, fishbase",NA,NA,10428,https://doi.pangaea.de/10.1594/PANGAEA.900866,NA,NA,0.75,0.24303804868629444,"Chambers RC, Leggett WC, Brown JA. 1989. Egg size, female effects, and the correlations between early life history traits of capelin, Mallotus villosus: an appraisal at the individual level. Fishery Bulletin 87: 515-523",20–25,https://doi.pangaea.de/10.1594/PANGAEA.900866,2.4–3,https://doi.pangaea.de/10.1594/PANGAEA.900866,5.5,5.5,https://doi.pangaea.de/10.1594/PANGAEA.900866,S,fishbase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
